participant_id,response_id,scenario,topic,shown_code_1,shown_code_2,shown_type_1,shown_type_2,pair,preferred_code,preferred_type,preferred_type_name,no_clear_preference
P051,R_83jcdRgKC1yerGN,F3,Fever/flu-like symptoms,F3C,F3E,C,E,C|E,F3E,E,Doctor-written-style explanation,False
P055,R_2OI7cjnhWztRfXn,F3,Fever/flu-like symptoms,F3C,F3E,C,E,C|E,F3E,E,Doctor-written-style explanation,False
P057,R_2eQKZJlPjVkBdRH,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3D,D,LLM natural-language explanation,False
P058,R_8t0tOyMuhWUt6AF,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3D,D,LLM natural-language explanation,False
P059,R_2HrQQwfw9gObwJz,F3,Fever/flu-like symptoms,F3A,F3E,A,E,A|E,F3E,E,Doctor-written-style explanation,False
P060,R_2KDwfKnAPQGoSO7,F3,Fever/flu-like symptoms,F3B,F3D,B,D,B|D,F3D,D,LLM natural-language explanation,False
P061,R_2KGVjxNJbUxmmwN,F3,Fever/flu-like symptoms,F3B,F3D,B,D,B|D,F3D,D,LLM natural-language explanation,False
P062,R_29if10lWZQQSQN4,F3,Fever/flu-like symptoms,F3A,F3C,A,C,A|C,F3C,C,Counterfactual explanation,False
P063,R_2pXrXB3B3nykjrP,F3,Fever/flu-like symptoms,F3D,F3E,D,E,D|E,F3E,E,Doctor-written-style explanation,False
P001,R_2siP2AR4k5kxlQd,F4,Fever/flu-like symptoms,F4D,F4E,D,E,D|E,F4D,D,LLM natural-language explanation,False
P002,R_8txlseIZpRyf8eF,F4,Fever/flu-like symptoms,F4B,F4C,B,C,B|C,F4B,B,Local feature-attribution / key-factor explanation,False
P004,R_2QsZYZ5xhhmtprB,F4,Fever/flu-like symptoms,F4A,F4C,A,C,A|C,F4A,A,Rule-based decision path,False
P006,R_2z7P4z2c1fY25eU,F4,Fever/flu-like symptoms,F4A,F4E,A,E,A|E,F4A,A,Rule-based decision path,False
P008,R_8CZZj2bH16ds3Gk,F4,Fever/flu-like symptoms,F4B,F4E,B,E,B|E,F4E,E,Doctor-written-style explanation,False
P009,R_2CJjxOa0OLMTNE1,F4,Fever/flu-like symptoms,F4B,F4E,B,E,B|E,F4E,E,Doctor-written-style explanation,False
P010,R_8ksIbWWcn2o4emB,F4,Fever/flu-like symptoms,F4B,F4D,B,D,B|D,F4B,B,Local feature-attribution / key-factor explanation,False
P011,R_8gxhawknMc9x5oB,F4,Fever/flu-like symptoms,F4A,F4C,A,C,A|C,F4A,A,Rule-based decision path,False
P012,R_8kHr5DLgYiobzXY,F4,Fever/flu-like symptoms,F4C,F4D,C,D,C|D,F4C,C,Counterfactual explanation,False
P013,R_8dtu7pifvNrExGt,F4,Fever/flu-like symptoms,F4A,F4D,A,D,A|D,F4A,A,Rule-based decision path,False
P014,R_2AjdnF20eeiyFcR,F4,Fever/flu-like symptoms,F4A,F4D,A,D,A|D,F4A,A,Rule-based decision path,False
P016,R_82Wg73Egv47VMfa,F4,Fever/flu-like symptoms,F4A,F4E,A,E,A|E,F4A,A,Rule-based decision path,False
P018,R_8onlXHxwbhXjDGm,F4,Fever/flu-like symptoms,F4C,F4E,C,E,C|E,F4E,E,Doctor-written-style explanation,False
P019,R_8oSGgsahbAT7s0T,F4,Fever/flu-like symptoms,F4B,F4D,B,D,B|D,F4B,B,Local feature-attribution / key-factor explanation,False
P022,R_2kM6LikSFtKGR2U,F4,Fever/flu-like symptoms,F4A,F4B,A,B,A|B,F4A,A,Rule-based decision path,False
P023,R_2FquOcvznAFp1ND,F4,Fever/flu-like symptoms,F4B,F4E,B,E,B|E,F4E,E,Doctor-written-style explanation,False
P024,R_2gMzN6NBgzZJ0Mb,F4,Fever/flu-like symptoms,F4A,F4C,A,C,A|C,F4A,A,Rule-based decision path,False
P027,R_2anPrrpI4mN0rAa,F4,Fever/flu-like symptoms,F4A,F4D,A,D,A|D,F4A,A,Rule-based decision path,False
P028,R_2Xoi8XWGpvrHu2s,F4,Fever/flu-like symptoms,F4C,F4D,C,D,C|D,F4C,C,Counterfactual explanation,False
P029,R_2If52xcbQMEJyPn,F4,Fever/flu-like symptoms,F4C,F4D,C,D,C|D,F4C,C,Counterfactual explanation,False
P030,R_81YN18e9BJFiEKu,F4,Fever/flu-like symptoms,F4B,F4C,B,C,B|C,F4B,B,Local feature-attribution / key-factor explanation,False
P031,R_8ieNZXGBztLmYKu,F4,Fever/flu-like symptoms,F4D,F4E,D,E,D|E,F4D,D,LLM natural-language explanation,False
P032,R_2jHdIVqxp0LxPTz,F4,Fever/flu-like symptoms,F4D,F4E,D,E,D|E,F4E,E,Doctor-written-style explanation,False
P033,R_8Ev4OYXrNqG40Ig,F4,Fever/flu-like symptoms,F4D,F4E,D,E,D|E,F4E,E,Doctor-written-style explanation,False
P034,R_8fcTUmtbd7RWvR6,F4,Fever/flu-like symptoms,F4D,F4E,D,E,D|E,F4E,E,Doctor-written-style explanation,False
P035,R_2D6WTpT3P1jmFdZ,F4,Fever/flu-like symptoms,F4C,F4D,C,D,C|D,F4C,C,Counterfactual explanation,False
P036,R_2GE84SlDOivjQig,F4,Fever/flu-like symptoms,F4B,F4D,B,D,B|D,F4B,B,Local feature-attribution / key-factor explanation,False
P037,R_8Ym68fZB8lcHaLU,F4,Fever/flu-like symptoms,F4B,F4C,B,C,B|C,F4B,B,Local feature-attribution / key-factor explanation,False
P038,R_2pqPccJ7X6Ow6bL,F4,Fever/flu-like symptoms,F4C,F4D,C,D,C|D,F4C,C,Counterfactual explanation,False
P039,R_8TXLz2ngPXUHsg1,F4,Fever/flu-like symptoms,F4C,F4D,C,D,C|D,F4C,C,Counterfactual explanation,False
P041,R_8fMgmliGsAUQpMJ,F4,Fever/flu-like symptoms,F4B,F4D,B,D,B|D,F4B,B,Local feature-attribution / key-factor explanation,False
P042,R_2rkSvqGWFPcgMzT,F4,Fever/flu-like symptoms,F4B,F4D,B,D,B|D,F4B,B,Local feature-attribution / key-factor explanation,False
P043,R_2QbMl2dK6QFsqD7,F4,Fever/flu-like symptoms,F4B,F4D,B,D,B|D,F4B,B,Local feature-attribution / key-factor explanation,False
P047,R_2r2g76EB5WzlPlE,F4,Fever/flu-like symptoms,F4C,F4E,C,E,C|E,F4E,E,Doctor-written-style explanation,False
P048,R_2fvsGTsQzT2unVi,F4,Fever/flu-like symptoms,F4D,F4E,D,E,D|E,F4E,E,Doctor-written-style explanation,False
P049,R_2h4sb4bawJdulOo,F4,Fever/flu-like symptoms,F4C,F4E,C,E,C|E,F4E,E,Doctor-written-style explanation,False
P050,R_2HXj0saAJh7x4Us,F4,Fever/flu-like symptoms,F4C,F4E,C,E,C|E,F4E,E,Doctor-written-style explanation,False
P051,R_83jcdRgKC1yerGN,F4,Fever/flu-like symptoms,F4A,F4D,A,D,A|D,F4A,A,Rule-based decision path,False
P055,R_2OI7cjnhWztRfXn,F4,Fever/flu-like symptoms,F4A,F4D,A,D,A|D,F4D,D,LLM natural-language explanation,False
P056,R_8raIXWlKLqKNVMR,F4,Fever/flu-like symptoms,F4A,F4D,A,D,A|D,F4D,D,LLM natural-language explanation,False
P057,R_2eQKZJlPjVkBdRH,F4,Fever/flu-like symptoms,F4B,F4E,B,E,B|E,F4E,E,Doctor-written-style explanation,False
P058,R_8t0tOyMuhWUt6AF,F4,Fever/flu-like symptoms,F4B,F4C,B,C,B|C,F4C,C,Counterfactual explanation,False
P059,R_2HrQQwfw9gObwJz,F4,Fever/flu-like symptoms,F4B,F4D,B,D,B|D,F4D,D,LLM natural-language explanation,False
P060,R_2KDwfKnAPQGoSO7,F4,Fever/flu-like symptoms,F4A,F4C,A,C,A|C,F4C,C,Counterfactual explanation,False
P061,R_2KGVjxNJbUxmmwN,F4,Fever/flu-like symptoms,F4A,F4C,A,C,A|C,F4C,C,Counterfactual explanation,False
P063,R_2pXrXB3B3nykjrP,F4,Fever/flu-like symptoms,F4A,F4D,A,D,A|D,F4D,D,LLM natural-language explanation,False
P001,R_2siP2AR4k5kxlQd,F5,Fever/flu-like symptoms,F5C,F5E,C,E,C|E,F5E,E,Doctor-written-style explanation,False
P006,R_2z7P4z2c1fY25eU,F5,Fever/flu-like symptoms,F5C,F5D,C,D,C|D,F5C,C,Counterfactual explanation,False
P007,R_8eXG1jT9WHRNk6g,F5,Fever/flu-like symptoms,F5A,F5E,A,E,A|E,F5E,E,Doctor-written-style explanation,False
P008,R_8CZZj2bH16ds3Gk,F5,Fever/flu-like symptoms,F5C,F5D,C,D,C|D,F5C,C,Counterfactual explanation,False
P009,R_2CJjxOa0OLMTNE1,F5,Fever/flu-like symptoms,F5C,F5D,C,D,C|D,F5C,C,Counterfactual explanation,False
P010,R_8ksIbWWcn2o4emB,F5,Fever/flu-like symptoms,F5C,F5E,C,E,C|E,F5E,E,Doctor-written-style explanation,False
P011,R_8gxhawknMc9x5oB,F5,Fever/flu-like symptoms,F5B,F5D,B,D,B|D,F5B,B,Local feature-attribution / key-factor explanation,False
P012,R_8kHr5DLgYiobzXY,F5,Fever/flu-like symptoms,F5A,F5E,A,E,A|E,F5A,A,Rule-based decision path,False
P013,R_8dtu7pifvNrExGt,F5,Fever/flu-like symptoms,F5C,F5E,C,E,C|E,F5E,E,Doctor-written-style explanation,False
P014,R_2AjdnF20eeiyFcR,F5,Fever/flu-like symptoms,F5B,F5C,B,C,B|C,F5B,B,Local feature-attribution / key-factor explanation,False
P016,R_82Wg73Egv47VMfa,F5,Fever/flu-like symptoms,F5C,F5D,C,D,C|D,F5C,C,Counterfactual explanation,False
P018,R_8onlXHxwbhXjDGm,F5,Fever/flu-like symptoms,F5B,F5D,B,D,B|D,F5B,B,Local feature-attribution / key-factor explanation,False
P019,R_8oSGgsahbAT7s0T,F5,Fever/flu-like symptoms,F5C,F5E,C,E,C|E,F5E,E,Doctor-written-style explanation,False
P023,R_2FquOcvznAFp1ND,F5,Fever/flu-like symptoms,F5C,F5D,C,D,C|D,F5C,C,Counterfactual explanation,False
P024,R_2gMzN6NBgzZJ0Mb,F5,Fever/flu-like symptoms,F5D,F5E,D,E,D|E,F5E,E,Doctor-written-style explanation,False
P027,R_2anPrrpI4mN0rAa,F5,Fever/flu-like symptoms,F5B,F5C,B,C,B|C,F5B,B,Local feature-attribution / key-factor explanation,False
P028,R_2Xoi8XWGpvrHu2s,F5,Fever/flu-like symptoms,F5A,F5D,A,D,A|D,F5A,A,Rule-based decision path,False
P029,R_2If52xcbQMEJyPn,F5,Fever/flu-like symptoms,F5A,F5E,A,E,A|E,F5A,A,Rule-based decision path,False
P030,R_81YN18e9BJFiEKu,F5,Fever/flu-like symptoms,F5D,F5E,D,E,D|E,F5E,E,Doctor-written-style explanation,False
P031,R_8ieNZXGBztLmYKu,F5,Fever/flu-like symptoms,F5A,F5C,A,C,A|C,F5A,A,Rule-based decision path,False
P032,R_2jHdIVqxp0LxPTz,F5,Fever/flu-like symptoms,F5A,F5C,A,C,A|C,F5A,A,Rule-based decision path,False
P033,R_8Ev4OYXrNqG40Ig,F5,Fever/flu-like symptoms,F5A,F5C,A,C,A|C,F5A,A,Rule-based decision path,False
P034,R_8fcTUmtbd7RWvR6,F5,Fever/flu-like symptoms,F5A,F5C,A,C,A|C,F5A,A,Rule-based decision path,False
P035,R_2D6WTpT3P1jmFdZ,F5,Fever/flu-like symptoms,F5A,F5E,A,E,A|E,F5A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,F5,Fever/flu-like symptoms,F5A,F5E,A,E,A|E,F5A,A,Rule-based decision path,False
P037,R_8Ym68fZB8lcHaLU,F5,Fever/flu-like symptoms,F5D,F5E,D,E,D|E,F5E,E,Doctor-written-style explanation,False
P038,R_2pqPccJ7X6Ow6bL,F5,Fever/flu-like symptoms,F5A,F5E,A,E,A|E,F5A,A,Rule-based decision path,False
P039,R_8TXLz2ngPXUHsg1,F5,Fever/flu-like symptoms,F5A,F5E,A,E,A|E,F5A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,F5,Fever/flu-like symptoms,F5A,F5C,A,C,A|C,F5A,A,Rule-based decision path,False
P042,R_2rkSvqGWFPcgMzT,F5,Fever/flu-like symptoms,F5A,F5C,A,C,A|C,F5A,A,Rule-based decision path,False
P043,R_2QbMl2dK6QFsqD7,F5,Fever/flu-like symptoms,F5A,F5C,A,C,A|C,F5A,A,Rule-based decision path,False
P047,R_2r2g76EB5WzlPlE,F5,Fever/flu-like symptoms,F5B,F5E,B,E,B|E,F5E,E,Doctor-written-style explanation,False
P048,R_2fvsGTsQzT2unVi,F5,Fever/flu-like symptoms,F5B,F5C,B,C,B|C,F5B,B,Local feature-attribution / key-factor explanation,False
P049,R_2h4sb4bawJdulOo,F5,Fever/flu-like symptoms,F5B,F5E,B,E,B|E,F5E,E,Doctor-written-style explanation,False
P050,R_2HXj0saAJh7x4Us,F5,Fever/flu-like symptoms,F5B,F5E,B,E,B|E,F5E,E,Doctor-written-style explanation,False
P051,R_83jcdRgKC1yerGN,F5,Fever/flu-like symptoms,F5B,F5E,B,E,B|E,F5E,E,Doctor-written-style explanation,False
P055,R_2OI7cjnhWztRfXn,F5,Fever/flu-like symptoms,F5B,F5C,B,C,B|C,F5C,C,Counterfactual explanation,False
P056,R_8raIXWlKLqKNVMR,F5,Fever/flu-like symptoms,F5A,F5B,A,B,A|B,F5A,A,Rule-based decision path,False
P057,R_2eQKZJlPjVkBdRH,F5,Fever/flu-like symptoms,F5A,F5C,A,C,A|C,F5C,C,Counterfactual explanation,False
P058,R_8t0tOyMuhWUt6AF,F5,Fever/flu-like symptoms,F5C,F5E,C,E,C|E,F5C,C,Counterfactual explanation,False
P060,R_2KDwfKnAPQGoSO7,F5,Fever/flu-like symptoms,F5B,F5E,B,E,B|E,F5E,E,Doctor-written-style explanation,False
P061,R_2KGVjxNJbUxmmwN,F5,Fever/flu-like symptoms,F5D,F5E,D,E,D|E,F5D,D,LLM natural-language explanation,False
P063,R_2pXrXB3B3nykjrP,F5,Fever/flu-like symptoms,F5B,F5E,B,E,B|E,F5E,E,Doctor-written-style explanation,False
P004,R_2QsZYZ5xhhmtprB,N1,Nausea/vomiting/diarrhea,N1C,N1E,C,E,C|E,N1E,E,Doctor-written-style explanation,False
P007,R_8eXG1jT9WHRNk6g,N1,Nausea/vomiting/diarrhea,N1B,N1C,B,C,B|C,N1C,C,Counterfactual explanation,False
P009,R_2CJjxOa0OLMTNE1,N1,Nausea/vomiting/diarrhea,N1B,N1E,B,E,B|E,N1E,E,Doctor-written-style explanation,False
P010,R_8ksIbWWcn2o4emB,N1,Nausea/vomiting/diarrhea,N1B,N1D,B,D,B|D,N1B,B,Local feature-attribution / key-factor explanation,False
P012,R_8kHr5DLgYiobzXY,N1,Nausea/vomiting/diarrhea,N1A,N1B,A,B,A|B,N1A,A,Rule-based decision path,False
P014,R_2AjdnF20eeiyFcR,N1,Nausea/vomiting/diarrhea,N1A,N1E,A,E,A|E,N1A,A,Rule-based decision path,False
P015,R_2hyaVao3MYVnU6V,N1,Nausea/vomiting/diarrhea,N1A,N1E,A,E,A|E,N1A,A,Rule-based decision path,False
P017,R_28IjKGpZ0JV8Bd7,N1,Nausea/vomiting/diarrhea,N1A,N1D,A,D,A|D,N1A,A,Rule-based decision path,False
P018,R_8onlXHxwbhXjDGm,N1,Nausea/vomiting/diarrhea,N1A,N1E,A,E,A|E,N1A,A,Rule-based decision path,False
P020,R_2nGbLUYu0UNb0Ax,N1,Nausea/vomiting/diarrhea,N1A,N1D,A,D,A|D,N1A,A,Rule-based decision path,False
P021,R_2m8uvmVPOFVMslr,N1,Nausea/vomiting/diarrhea,N1A,N1E,A,E,A|E,N1A,A,Rule-based decision path,False
P024,R_2gMzN6NBgzZJ0Mb,N1,Nausea/vomiting/diarrhea,N1A,N1B,A,B,A|B,N1A,A,Rule-based decision path,False
P025,R_8OHDD9l9hNnRn3F,N1,Nausea/vomiting/diarrhea,N1A,N1B,A,B,A|B,N1A,A,Rule-based decision path,False
P026,R_2dnacUtaiDoQt0u,N1,Nausea/vomiting/diarrhea,N1A,N1E,A,E,A|E,N1A,A,Rule-based decision path,False
P027,R_2anPrrpI4mN0rAa,N1,Nausea/vomiting/diarrhea,N1B,N1D,B,D,B|D,N1B,B,Local feature-attribution / key-factor explanation,False
P028,R_2Xoi8XWGpvrHu2s,N1,Nausea/vomiting/diarrhea,N1A,N1C,A,C,A|C,N1A,A,Rule-based decision path,False
P029,R_2If52xcbQMEJyPn,N1,Nausea/vomiting/diarrhea,N1A,N1B,A,B,A|B,N1A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,N1,Nausea/vomiting/diarrhea,N1C,N1D,C,D,C|D,N1C,C,Counterfactual explanation,False
P037,R_8Ym68fZB8lcHaLU,N1,Nausea/vomiting/diarrhea,N1B,N1E,B,E,B|E,N1E,E,Doctor-written-style explanation,False
P038,R_2pqPccJ7X6Ow6bL,N1,Nausea/vomiting/diarrhea,N1A,N1B,A,B,A|B,N1A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,N1,Nausea/vomiting/diarrhea,N1A,N1B,A,B,A|B,N1A,A,Rule-based decision path,False
P042,R_2rkSvqGWFPcgMzT,N1,Nausea/vomiting/diarrhea,N1A,N1B,A,B,A|B,N1A,A,Rule-based decision path,False
P043,R_2QbMl2dK6QFsqD7,N1,Nausea/vomiting/diarrhea,N1A,N1B,A,B,A|B,N1A,A,Rule-based decision path,False
P045,R_2AuWuLj6hrD3vbP,N1,Nausea/vomiting/diarrhea,N1A,N1D,A,D,A|D,N1D,D,LLM natural-language explanation,False
P048,R_2fvsGTsQzT2unVi,N1,Nausea/vomiting/diarrhea,N1A,N1D,A,D,A|D,N1A,A,Rule-based decision path,False
P052,R_8hng6Y9RSLYM1uE,N1,Nausea/vomiting/diarrhea,N1B,N1D,B,D,B|D,N1B,B,Local feature-attribution / key-factor explanation,False
P053,R_2dd6WbDazlsp6GR,N1,Nausea/vomiting/diarrhea,N1B,N1D,B,D,B|D,N1B,B,Local feature-attribution / key-factor explanation,False
P054,R_8jUwtXkghMAko4Z,N1,Nausea/vomiting/diarrhea,N1B,N1D,B,D,B|D,N1B,B,Local feature-attribution / key-factor explanation,False
P056,R_8raIXWlKLqKNVMR,N1,Nausea/vomiting/diarrhea,N1D,N1E,D,E,D|E,N1E,E,Doctor-written-style explanation,False
P057,R_2eQKZJlPjVkBdRH,N1,Nausea/vomiting/diarrhea,N1B,N1D,B,D,B|D,N1D,D,LLM natural-language explanation,False
P059,R_2HrQQwfw9gObwJz,N1,Nausea/vomiting/diarrhea,N1A,N1C,A,C,A|C,N1A,A,Rule-based decision path,False
P062,R_29if10lWZQQSQN4,N1,Nausea/vomiting/diarrhea,N1A,N1D,A,D,A|D,N1D,D,LLM natural-language explanation,False
P001,R_2siP2AR4k5kxlQd,N2,Nausea/vomiting/diarrhea,N2A,N2E,A,E,A|E,N2E,E,Doctor-written-style explanation,False
P004,R_2QsZYZ5xhhmtprB,N2,Nausea/vomiting/diarrhea,N2B,N2D,B,D,B|D,N2B,B,Local feature-attribution / key-factor explanation,False
P005,R_2mk0Otms6W3G7m6,N2,Nausea/vomiting/diarrhea,N2B,N2D,B,D,B|D,N2B,B,Local feature-attribution / key-factor explanation,False
P007,R_8eXG1jT9WHRNk6g,N2,Nausea/vomiting/diarrhea,N2A,N2D,A,D,A|D,N2A,A,Rule-based decision path,False
P009,R_2CJjxOa0OLMTNE1,N2,Nausea/vomiting/diarrhea,N2A,N2D,A,D,A|D,N2A,A,Rule-based decision path,False
P010,R_8ksIbWWcn2o4emB,N2,Nausea/vomiting/diarrhea,N2A,N2E,A,E,A|E,N2A,A,Rule-based decision path,False
P012,R_8kHr5DLgYiobzXY,N2,Nausea/vomiting/diarrhea,N2D,N2E,D,E,D|E,N2E,E,Doctor-written-style explanation,False
P014,R_2AjdnF20eeiyFcR,N2,Nausea/vomiting/diarrhea,N2B,N2C,B,C,B|C,N2B,B,Local feature-attribution / key-factor explanation,False
P015,R_2hyaVao3MYVnU6V,N2,Nausea/vomiting/diarrhea,N2B,N2D,B,D,B|D,N2B,B,Local feature-attribution / key-factor explanation,False
P017,R_28IjKGpZ0JV8Bd7,N2,Nausea/vomiting/diarrhea,N2B,N2E,B,E,B|E,N2E,E,Doctor-written-style explanation,False
P018,R_8onlXHxwbhXjDGm,N2,Nausea/vomiting/diarrhea,N2B,N2C,B,C,B|C,N2B,B,Local feature-attribution / key-factor explanation,False
P020,R_2nGbLUYu0UNb0Ax,N2,Nausea/vomiting/diarrhea,N2B,N2E,B,E,B|E,N2E,E,Doctor-written-style explanation,False
P021,R_2m8uvmVPOFVMslr,N2,Nausea/vomiting/diarrhea,N2B,N2D,B,D,B|D,N2B,B,Local feature-attribution / key-factor explanation,False
P024,R_2gMzN6NBgzZJ0Mb,N2,Nausea/vomiting/diarrhea,N2C,N2E,C,E,C|E,N2E,E,Doctor-written-style explanation,False
P025,R_8OHDD9l9hNnRn3F,N2,Nausea/vomiting/diarrhea,N2C,N2E,C,E,C|E,N2E,E,Doctor-written-style explanation,False
P026,R_2dnacUtaiDoQt0u,N2,Nausea/vomiting/diarrhea,N2B,N2D,B,D,B|D,N2B,B,Local feature-attribution / key-factor explanation,False
P027,R_2anPrrpI4mN0rAa,N2,Nausea/vomiting/diarrhea,N2A,N2C,A,C,A|C,N2A,A,Rule-based decision path,False
P028,R_2Xoi8XWGpvrHu2s,N2,Nausea/vomiting/diarrhea,N2B,N2D,B,D,B|D,N2B,B,Local feature-attribution / key-factor explanation,False
P029,R_2If52xcbQMEJyPn,N2,Nausea/vomiting/diarrhea,N2D,N2E,D,E,D|E,N2E,E,Doctor-written-style explanation,False
P036,R_2GE84SlDOivjQig,N2,Nausea/vomiting/diarrhea,N2A,N2B,A,B,A|B,N2A,A,Rule-based decision path,False
P037,R_8Ym68fZB8lcHaLU,N2,Nausea/vomiting/diarrhea,N2A,N2E,A,E,A|E,N2A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,N2,Nausea/vomiting/diarrhea,N2C,N2D,C,D,C|D,N2D,D,LLM natural-language explanation,False
P042,R_2rkSvqGWFPcgMzT,N2,Nausea/vomiting/diarrhea,N2C,N2D,C,D,C|D,N2C,C,Counterfactual explanation,False
P043,R_2QbMl2dK6QFsqD7,N2,Nausea/vomiting/diarrhea,N2C,N2D,C,D,C|D,N2C,C,Counterfactual explanation,False
P045,R_2AuWuLj6hrD3vbP,N2,Nausea/vomiting/diarrhea,N2B,N2C,B,C,B|C,N2B,B,Local feature-attribution / key-factor explanation,False
P048,R_2fvsGTsQzT2unVi,N2,Nausea/vomiting/diarrhea,N2A,N2E,A,E,A|E,N2A,A,Rule-based decision path,False
P052,R_8hng6Y9RSLYM1uE,N2,Nausea/vomiting/diarrhea,N2A,N2E,A,E,A|E,N2A,A,Rule-based decision path,False
P053,R_2dd6WbDazlsp6GR,N2,Nausea/vomiting/diarrhea,N2A,N2E,A,E,A|E,N2A,A,Rule-based decision path,False
P054,R_8jUwtXkghMAko4Z,N2,Nausea/vomiting/diarrhea,N2A,N2E,A,E,A|E,N2A,A,Rule-based decision path,False
P056,R_8raIXWlKLqKNVMR,N2,Nausea/vomiting/diarrhea,N2B,N2C,B,C,B|C,N2B,B,Local feature-attribution / key-factor explanation,False
P057,R_2eQKZJlPjVkBdRH,N2,Nausea/vomiting/diarrhea,N2C,N2E,C,E,C|E,N2C,C,Counterfactual explanation,False
P059,R_2HrQQwfw9gObwJz,N2,Nausea/vomiting/diarrhea,N2B,N2E,B,E,B|E,N2E,E,Doctor-written-style explanation,False
P062,R_29if10lWZQQSQN4,N2,Nausea/vomiting/diarrhea,N2B,N2E,B,E,B|E,N2B,B,Local feature-attribution / key-factor explanation,False
P004,R_2QsZYZ5xhhmtprB,N3,Nausea/vomiting/diarrhea,N3A,N3E,A,E,A|E,N3A,A,Rule-based decision path,False
P005,R_2mk0Otms6W3G7m6,N3,Nausea/vomiting/diarrhea,N3C,N3E,C,E,C|E,N3E,E,Doctor-written-style explanation,False
P007,R_8eXG1jT9WHRNk6g,N3,Nausea/vomiting/diarrhea,N3D,N3E,D,E,D|E,N3D,D,LLM natural-language explanation,False
P009,R_2CJjxOa0OLMTNE1,N3,Nausea/vomiting/diarrhea,N3B,N3C,B,C,B|C,N3B,B,Local feature-attribution / key-factor explanation,False
P010,R_8ksIbWWcn2o4emB,N3,Nausea/vomiting/diarrhea,N3C,N3E,C,E,C|E,N3E,E,Doctor-written-style explanation,False
P012,R_8kHr5DLgYiobzXY,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
P014,R_2AjdnF20eeiyFcR,N3,Nausea/vomiting/diarrhea,N3A,N3D,A,D,A|D,N3A,A,Rule-based decision path,False
P015,R_2hyaVao3MYVnU6V,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
P017,R_28IjKGpZ0JV8Bd7,N3,Nausea/vomiting/diarrhea,N3B,N3C,B,C,B|C,N3B,B,Local feature-attribution / key-factor explanation,False
P018,R_8onlXHxwbhXjDGm,N3,Nausea/vomiting/diarrhea,N3D,N3E,D,E,D|E,N3E,E,Doctor-written-style explanation,False
P020,R_2nGbLUYu0UNb0Ax,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
P021,R_2m8uvmVPOFVMslr,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
P024,R_2gMzN6NBgzZJ0Mb,N3,Nausea/vomiting/diarrhea,N3B,N3D,B,D,B|D,N3B,B,Local feature-attribution / key-factor explanation,False
P025,R_8OHDD9l9hNnRn3F,N3,Nausea/vomiting/diarrhea,N3D,N3E,D,E,D|E,N3E,E,Doctor-written-style explanation,False
P026,R_2dnacUtaiDoQt0u,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
P027,R_2anPrrpI4mN0rAa,N3,Nausea/vomiting/diarrhea,N3B,N3E,B,E,B|E,N3E,E,Doctor-written-style explanation,False
P028,R_2Xoi8XWGpvrHu2s,N3,Nausea/vomiting/diarrhea,N3A,N3E,A,E,A|E,N3A,A,Rule-based decision path,False
P029,R_2If52xcbQMEJyPn,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,N3,Nausea/vomiting/diarrhea,N3D,N3E,D,E,D|E,N3E,E,Doctor-written-style explanation,False
P037,R_8Ym68fZB8lcHaLU,N3,Nausea/vomiting/diarrhea,N3C,N3D,C,D,C|D,N3C,C,Counterfactual explanation,False
P041,R_8fMgmliGsAUQpMJ,N3,Nausea/vomiting/diarrhea,N3B,N3E,B,E,B|E,N3E,E,Doctor-written-style explanation,False
P042,R_2rkSvqGWFPcgMzT,N3,Nausea/vomiting/diarrhea,N3B,N3E,B,E,B|E,N3E,E,Doctor-written-style explanation,False
P043,R_2QbMl2dK6QFsqD7,N3,Nausea/vomiting/diarrhea,N3B,N3E,B,E,B|E,N3E,E,Doctor-written-style explanation,False
P048,R_2fvsGTsQzT2unVi,N3,Nausea/vomiting/diarrhea,N3A,N3D,A,D,A|D,N3A,A,Rule-based decision path,False
P052,R_8hng6Y9RSLYM1uE,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
P053,R_2dd6WbDazlsp6GR,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
